IL_DepartureDate,IL_ArrivalDate,IL_DepartureStation,IL_ArrivalStation,InternationalDesc,LiftStatus,FlyThru,IsNTL,Day_of_Week_Departure,Day_of_Week_Arrival,DepartureCountry,ArrivalCountry,LegNumber,StartingPoint,EndingPoint,PaxCount
05-05-26,05-05-26,LHR,CGK,INT,2,No,No,2,2,Thailand,Indonesia,A0419,LHR,CGK,159
11-11-25,11-11-25,JFK,SYD,INT,2,No,No,2,2,Indonesia,Philippines,A0367,JFK,SYD,23
02-22-25,02-22-25,CGK,KUL,INT,2,No,Yes,6,6,Indonesia,Malaysia,A0054,CGK,KUL,71
06-22-25,06-22-25,CGK,HND,INT,0,Yes,No,7,7,Indonesia,Japan,A0019,CGK,HND,171
01-05-26,01-05-26,BKK,BKI,INT,3,No,No,1,1,Thailand,Malaysia,A0447,BKK,BKI,82
01-05-26,01-05-26,BKK,BKI,INT,3,No,No,1,1,Thailand,Malaysia,A0447,BKK,BKK,29
05-17-25,05-17-25,BKK,BKI,INT,1,Yes,No,6,6,Thailand,Malaysia,A0466,BKK,BKI,181
04-22-25,04-22-25,BKK,LHR,INT,2,Yes,No,2,2,Thailand,Thailand,A0279,BKK,LHR,198
05-11-26,05-11-26,BKI,LHR,INT,0,No,No,1,1,Malaysia,Thailand,A0306,BKI,LHR,32
01-23-26,01-23-26,BKK,LHR,INT,1,No,No,5,5,Thailand,Thailand,A0072,BKK,LHR,16
01-23-26,01-23-26,BKK,LHR,INT,1,No,No,5,5,Thailand,Thailand,A0072,BKK,KUL,5
11-16-25,11-16-25,BKI,CGK,INT,3,No,No,7,7,Malaysia,Indonesia,A0095,BKI,CGK,53
11-16-25,11-16-25,BKI,CGK,INT,3,No,No,7,7,Malaysia,Indonesia,A0095,BKI,SYD,24
03-04-25,03-04-25,BKK,LHR,INT,3,Yes,No,2,2,Thailand,Thailand,A0279,BKK,LHR,205
01-15-26,01-15-26,CGK,PEN,INT,2,No,No,4,4,Indonesia,Malaysia,A0328,CGK,PEN,133
01-15-26,01-15-26,CGK,PEN,INT,2,No,No,4,4,Indonesia,Malaysia,A0328,CGK,LHR,37
12-31-25,12-31-25,KUL,JFK,INT,0,No,No,3,3,Malaysia,Indonesia,A0093,KUL,JFK,211
12-14-25,12-14-25,LHR,CGK,INT,1,Yes,No,7,7,Thailand,Indonesia,A0309,LHR,CGK,12
12-14-25,12-14-25,LHR,CGK,INT,1,Yes,No,7,7,Thailand,Indonesia,A0309,LHR,SYD,3
03-15-26,03-15-26,SIN,BKI,INT,3,No,No,7,7,Singapore,Malaysia,A0166,SIN,BKI,206
05-20-26,05-20-26,SIN,JFK,INT,0,No,No,3,3,Singapore,Indonesia,A0460,SIN,JFK,54
12-17-25,12-17-25,BKI,HND,INT,0,No,No,3,3,Malaysia,Japan,A0473,BKI,HND,191
08-19-25,08-19-25,CGK,JFK,INT,1,No,No,2,2,Indonesia,Indonesia,A0267,CGK,JFK,235
06-14-26,06-14-26,HND,SIN,INT,0,No,No,7,7,Japan,Singapore,A0428,HND,SIN,106
10-18-25,10-18-25,SYD,PEN,INT,3,No,No,6,6,Philippines,Malaysia,A0260,SYD,PEN,144
08-10-25,08-10-25,BKK,KUL,INT,1,No,No,7,7,Thailand,Malaysia,A0273,BKK,KUL,105
02-04-25,02-05-25,LHR,HND,INT,2,No,No,2,3,Thailand,Japan,A0375,LHR,HND,105
04-28-25,04-28-25,BKK,SIN,INT,2,No,No,1,1,Thailand,Singapore,A0334,BKK,SIN,41
05-16-26,05-16-26,JFK,LHR,INT,3,No,No,6,6,Indonesia,Thailand,A0048,JFK,LHR,46
01-05-25,01-05-25,LHR,BKI,INT,1,No,No,7,7,Thailand,Malaysia,A0404,LHR,BKI,99
01-05-25,01-05-25,LHR,BKI,INT,1,No,No,7,7,Thailand,Malaysia,A0404,LHR,BKK,24
07-21-25,07-21-25,BKK,PEN,INT,2,Yes,No,1,1,Thailand,Malaysia,A0061,BKK,PEN,239
10-09-25,10-09-25,SYD,PEN,INT,2,No,No,4,4,Philippines,Malaysia,A0260,SYD,PEN,121
02-01-26,02-01-26,CGK,JFK,INT,0,No,No,7,7,Indonesia,Indonesia,A0267,CGK,JFK,55
06-30-25,06-30-25,BKK,JFK,INT,3,No,No,1,1,Thailand,Indonesia,A0483,BKK,JFK,142
06-30-25,06-30-25,BKK,JFK,INT,3,No,No,1,1,Thailand,Indonesia,A0483,BKK,CGK,51
07-24-25,07-24-25,KUL,PEN,DOM,1,Yes,No,4,4,Malaysia,Malaysia,A0136,KUL,PEN,8
08-17-25,08-17-25,SIN,HND,INT,2,No,No,7,7,Singapore,Japan,A0430,SIN,HND,55
02-28-25,02-28-25,BKK,LHR,INT,3,Yes,No,5,5,Thailand,Thailand,A0279,BKK,LHR,84
12-16-25,12-16-25,SYD,HND,INT,0,Yes,No,2,2,Philippines,Japan,A0326,SYD,HND,33
12-16-25,12-16-25,SYD,HND,INT,0,Yes,No,2,2,Philippines,Japan,A0326,SYD,BKK,16
06-18-26,06-18-26,SYD,BKI,INT,1,No,No,4,4,Philippines,Malaysia,A0097,SYD,BKI,157
12-09-25,12-09-25,PEN,SYD,INT,0,No,No,2,2,Malaysia,Philippines,A0297,PEN,SYD,93
05-24-26,05-24-26,KUL,PEN,DOM,1,No,No,7,7,Malaysia,Malaysia,A0305,KUL,PEN,31
05-24-26,05-24-26,KUL,PEN,DOM,1,No,No,7,7,Malaysia,Malaysia,A0305,KUL,LHR,20
02-05-25,02-05-25,SYD,PEN,INT,1,No,No,3,3,Philippines,Malaysia,A0427,SYD,PEN,62
02-21-26,02-21-26,HND,SIN,INT,3,No,No,6,6,Japan,Singapore,A0455,HND,SIN,185
06-29-25,06-29-25,BKK,CGK,INT,0,No,No,7,7,Thailand,Indonesia,A0265,BKK,CGK,118
06-29-25,06-29-25,BKK,CGK,INT,0,No,No,7,7,Thailand,Indonesia,A0265,BKK,SYD,63
06-23-25,06-23-25,SYD,BKI,INT,2,Yes,No,1,1,Philippines,Malaysia,A0441,SYD,BKI,205
01-02-25,01-02-25,HND,PEN,INT,3,Yes,No,4,4,Japan,Malaysia,A0148,HND,PEN,67
01-02-25,01-02-25,HND,PEN,INT,3,Yes,No,4,4,Japan,Malaysia,A0148,HND,LHR,24
12-03-25,12-03-25,SYD,KUL,INT,1,Yes,No,3,3,Philippines,Malaysia,A0341,SYD,KUL,3
05-28-25,05-28-25,SIN,CGK,INT,3,No,No,3,3,Singapore,Indonesia,A0035,SIN,CGK,223
05-03-26,05-03-26,BKK,LHR,INT,0,Yes,No,7,7,Thailand,Thailand,A0313,BKK,LHR,156
09-27-25,09-27-25,CGK,BKI,INT,3,No,No,6,6,Indonesia,Malaysia,A0378,CGK,BKI,211
07-20-25,07-20-25,LHR,HND,INT,3,Yes,No,7,7,Thailand,Japan,A0127,LHR,HND,195
05-04-26,05-04-26,HND,LHR,INT,3,No,No,1,1,Japan,Thailand,A0380,HND,LHR,6
03-14-25,03-14-25,HND,PEN,INT,1,No,No,5,5,Japan,Malaysia,A0170,HND,PEN,131
06-26-25,06-26-25,BKK,KUL,INT,2,No,No,4,4,Thailand,Malaysia,A0411,BKK,KUL,110
06-26-25,06-26-25,BKK,KUL,INT,2,No,No,4,4,Thailand,Malaysia,A0411,BKK,PEN,67
04-07-25,04-07-25,JFK,SYD,INT,2,No,No,1,1,Indonesia,Philippines,A0367,JFK,SYD,119
03-28-25,03-28-25,BKK,BKI,INT,0,No,No,5,5,Thailand,Malaysia,A0310,BKK,BKI,67
08-21-25,08-21-25,HND,SIN,INT,3,No,No,4,4,Japan,Singapore,A0333,HND,SIN,2
08-21-25,08-21-25,HND,SIN,INT,3,No,No,4,4,Japan,Singapore,A0333,HND,LHR,0
02-02-26,02-02-26,BKK,SIN,INT,1,Yes,No,1,1,Thailand,Singapore,A0291,BKK,SIN,45
02-02-26,02-02-26,BKK,SIN,INT,1,Yes,No,1,1,Thailand,Singapore,A0291,BKK,LHR,16
02-07-26,02-07-26,LHR,BKI,INT,3,No,No,6,6,Thailand,Malaysia,A0470,LHR,BKI,80
05-02-26,05-02-26,SYD,BKK,INT,0,No,No,6,6,Philippines,Thailand,A0321,SYD,BKK,24
05-02-26,05-02-26,SYD,BKK,INT,0,No,No,6,6,Philippines,Thailand,A0321,SYD,JFK,8
03-26-26,03-26-26,JFK,KUL,INT,1,No,No,4,4,Indonesia,Malaysia,A0122,JFK,KUL,132
09-09-25,09-10-25,HND,BKI,INT,2,No,No,2,3,Japan,Malaysia,A0285,HND,BKI,151
08-22-25,08-22-25,JFK,KUL,INT,1,No,No,5,5,Indonesia,Malaysia,A0122,JFK,KUL,47
09-05-25,09-05-25,BKK,HND,INT,1,Yes,No,5,5,Thailand,Japan,A0372,BKK,HND,170
05-15-25,05-15-25,BKK,LHR,INT,1,No,No,4,4,Thailand,Thailand,A0371,BKK,LHR,185
06-27-26,06-27-26,JFK,CGK,INT,3,No,No,6,6,Indonesia,Indonesia,A0226,JFK,CGK,59
06-27-26,06-27-26,JFK,CGK,INT,3,No,No,6,6,Indonesia,Indonesia,A0226,JFK,SYD,27
11-26-25,11-26-25,BKK,SIN,INT,2,No,No,3,3,Thailand,Singapore,A0291,BKK,SIN,23
11-26-25,11-26-25,BKK,SIN,INT,2,No,No,3,3,Thailand,Singapore,A0291,BKK,LHR,9
05-15-25,05-15-25,BKI,PEN,DOM,2,No,No,4,4,Malaysia,Malaysia,A0182,BKI,PEN,89
07-20-25,07-20-25,KUL,SYD,INT,3,No,No,7,7,Malaysia,Philippines,A0298,KUL,SYD,34
03-11-26,03-11-26,LHR,KUL,INT,2,Yes,No,3,3,Thailand,Malaysia,A0138,LHR,KUL,150
10-18-25,10-18-25,CGK,BKK,INT,3,No,No,6,6,Indonesia,Thailand,A0284,CGK,BKK,186
09-26-25,09-26-25,BKK,LHR,INT,1,No,No,5,5,Thailand,Thailand,A0313,BKK,LHR,156
12-30-25,12-30-25,HND,BKK,INT,0,Yes,No,2,2,Japan,Thailand,A0406,HND,BKK,16
06-16-26,06-16-26,CGK,KUL,INT,0,No,No,2,2,Indonesia,Malaysia,A0201,CGK,KUL,117
02-12-26,02-12-26,LHR,HND,INT,2,No,No,4,4,Thailand,Japan,A0211,LHR,HND,160
02-12-26,02-12-26,LHR,HND,INT,2,No,No,4,4,Thailand,Japan,A0211,LHR,BKK,72
04-15-25,04-15-25,SYD,KUL,INT,1,Yes,No,2,2,Philippines,Malaysia,A0210,SYD,KUL,74
02-12-26,02-12-26,BKK,CGK,INT,1,No,No,4,4,Thailand,Indonesia,A0190,BKK,CGK,2
02-12-26,02-12-26,BKK,CGK,INT,1,No,No,4,4,Thailand,Indonesia,A0190,BKK,SYD,0
01-11-26,01-11-26,JFK,SIN,INT,2,No,No,7,7,Indonesia,Singapore,A0121,JFK,SIN,57
01-11-26,01-11-26,JFK,SIN,INT,2,No,No,7,7,Indonesia,Singapore,A0121,JFK,LHR,16
07-18-25,07-18-25,JFK,SYD,INT,1,No,No,5,5,Indonesia,Philippines,A0221,JFK,SYD,213
03-05-26,03-05-26,LHR,JFK,INT,3,No,No,4,4,Thailand,Indonesia,A0195,LHR,JFK,174
01-22-26,01-22-26,SIN,BKI,INT,2,No,No,4,4,Singapore,Malaysia,A0331,SIN,BKI,26
01-22-26,01-22-26,SIN,BKI,INT,2,No,No,4,4,Singapore,Malaysia,A0331,SIN,BKK,17
02-25-25,02-25-25,CGK,JFK,INT,2,Yes,No,2,2,Indonesia,Indonesia,A0368,CGK,JFK,32
06-03-25,06-03-25,SIN,LHR,INT,3,Yes,No,2,2,Singapore,Thailand,A0486,SIN,LHR,150
03-13-26,03-13-26,HND,SIN,INT,2,No,No,5,5,Japan,Singapore,A0202,HND,SIN,123
09-18-25,09-18-25,CGK,BKK,INT,0,No,No,4,4,Indonesia,Thailand,A0354,CGK,BKK,86
01-09-26,01-09-26,BKI,PEN,DOM,0,No,No,5,5,Malaysia,Malaysia,A0046,BKI,PEN,127
12-23-25,12-23-25,PEN,HND,INT,2,No,No,2,2,Malaysia,Japan,A0365,PEN,HND,117
12-23-25,12-23-25,PEN,HND,INT,2,No,No,2,2,Malaysia,Japan,A0365,PEN,BKK,37
05-31-26,05-31-26,BKI,HND,INT,2,No,No,7,7,Malaysia,Japan,A0259,BKI,HND,213
06-20-25,06-20-25,CGK,SIN,INT,1,No,No,5,5,Indonesia,Singapore,A0452,CGK,SIN,58
05-11-25,05-11-25,LHR,HND,INT,3,No,No,7,7,Thailand,Japan,A0375,LHR,HND,108
11-10-25,11-10-25,LHR,SIN,INT,1,No,No,1,1,Thailand,Singapore,A0492,LHR,SIN,220
10-31-25,10-31-25,LHR,JFK,INT,3,No,No,5,5,Thailand,Indonesia,A0195,LHR,JFK,58
03-17-26,03-17-26,PEN,KUL,DOM,2,No,No,2,2,Malaysia,Malaysia,A0469,PEN,KUL,157
04-27-25,04-27-25,PEN,KUL,DOM,0,No,No,7,7,Malaysia,Malaysia,A0223,PEN,KUL,84
04-07-25,04-07-25,BKK,SIN,INT,2,No,No,1,1,Thailand,Singapore,A0291,BKK,SIN,29
04-07-25,04-07-25,BKK,SIN,INT,2,No,No,1,1,Thailand,Singapore,A0291,BKK,LHR,14
01-06-25,01-06-25,LHR,KUL,INT,0,No,Yes,1,1,Thailand,Malaysia,A0457,LHR,KUL,103
03-01-26,03-01-26,PEN,SYD,INT,3,No,No,7,7,Malaysia,Philippines,A0208,PEN,SYD,101
03-01-26,03-01-26,PEN,SYD,INT,3,No,No,7,7,Malaysia,Philippines,A0208,PEN,PEN,25
05-10-26,05-10-26,BKI,PEN,DOM,3,No,No,7,7,Malaysia,Malaysia,A0302,BKI,PEN,22
05-10-26,05-10-26,BKI,PEN,DOM,3,No,No,7,7,Malaysia,Malaysia,A0302,BKI,LHR,11
01-19-26,01-19-26,SIN,CGK,INT,1,No,No,1,1,Singapore,Indonesia,A0465,SIN,CGK,142
09-25-25,09-25-25,BKI,PEN,DOM,1,No,No,4,4,Malaysia,Malaysia,A0073,BKI,PEN,40
01-30-25,01-30-25,KUL,JFK,INT,3,No,No,4,4,Malaysia,Indonesia,A0173,KUL,JFK,105
01-15-25,01-15-25,KUL,LHR,INT,3,No,No,3,3,Malaysia,Thailand,A0140,KUL,LHR,147
01-15-25,01-15-25,KUL,LHR,INT,3,No,No,3,3,Malaysia,Thailand,A0140,KUL,KUL,66
09-16-25,09-16-25,LHR,PEN,INT,0,No,No,2,2,Thailand,Malaysia,A0009,LHR,PEN,56
10-25-25,10-25-25,BKK,SIN,INT,1,Yes,No,6,6,Thailand,Singapore,A0163,BKK,SIN,12
10-25-25,10-25-25,BKK,SIN,INT,1,Yes,No,6,6,Thailand,Singapore,A0163,BKK,LHR,7
07-18-25,07-18-25,PEN,KUL,DOM,2,No,No,5,5,Malaysia,Malaysia,A0216,PEN,KUL,169
03-05-25,03-05-25,KUL,LHR,INT,0,No,No,3,3,Malaysia,Thailand,A0399,KUL,LHR,183
07-01-25,07-01-25,KUL,PEN,DOM,3,No,No,2,2,Malaysia,Malaysia,A0316,KUL,PEN,8
05-19-25,05-19-25,KUL,CGK,INT,1,Yes,No,1,1,Malaysia,Indonesia,A0052,KUL,CGK,87
04-13-25,04-13-25,BKK,BKI,INT,1,No,No,7,7,Thailand,Malaysia,A0474,BKK,BKI,40
04-13-25,04-13-25,BKK,BKI,INT,1,No,No,7,7,Thailand,Malaysia,A0474,BKK,BKK,25
03-31-26,03-31-26,PEN,SYD,INT,3,Yes,No,2,2,Malaysia,Philippines,A0208,PEN,SYD,101
03-31-26,03-31-26,PEN,SYD,INT,3,Yes,No,2,2,Malaysia,Philippines,A0208,PEN,PEN,40
06-22-26,06-22-26,SYD,SIN,INT,2,No,No,1,1,Philippines,Singapore,A0478,SYD,SIN,131
06-22-26,06-22-26,SYD,SIN,INT,2,No,No,1,1,Philippines,Singapore,A0478,SYD,LHR,63
08-15-25,08-15-25,BKK,CGK,INT,0,Yes,No,5,5,Thailand,Indonesia,A0453,BKK,CGK,54
07-22-25,07-22-25,BKK,KUL,INT,1,No,No,2,2,Thailand,Malaysia,A0320,BKK,KUL,113
07-22-25,07-22-25,BKK,KUL,INT,1,No,No,2,2,Thailand,Malaysia,A0320,BKK,PEN,70
02-26-26,02-26-26,LHR,SYD,INT,0,No,No,4,4,Thailand,Philippines,A0187,LHR,SYD,25
02-26-26,02-26-26,LHR,SYD,INT,0,No,No,4,4,Thailand,Philippines,A0187,LHR,PEN,16
01-22-26,01-22-26,KUL,PEN,DOM,0,No,No,4,4,Malaysia,Malaysia,A0136,KUL,PEN,45
03-26-26,03-26-26,LHR,KUL,INT,0,No,No,4,4,Thailand,Malaysia,A0042,LHR,KUL,60
04-16-25,04-16-25,BKK,LHR,INT,3,Yes,No,3,3,Thailand,Thailand,A0434,BKK,LHR,41
05-14-25,05-14-25,HND,CGK,INT,3,Yes,No,3,3,Japan,Indonesia,A0350,HND,CGK,119
05-14-25,05-14-25,HND,CGK,INT,3,Yes,No,3,3,Japan,Indonesia,A0350,HND,SYD,48
02-24-26,02-24-26,PEN,BKI,DOM,1,Yes,No,2,2,Malaysia,Malaysia,A0125,PEN,BKI,62
02-24-26,02-24-26,PEN,BKI,DOM,1,Yes,No,2,2,Malaysia,Malaysia,A0125,PEN,BKK,18
09-16-25,09-16-25,CGK,JFK,INT,3,No,No,2,2,Indonesia,Indonesia,A0244,CGK,JFK,194
02-24-25,02-24-25,PEN,KUL,DOM,2,No,No,1,1,Malaysia,Malaysia,A0003,PEN,KUL,42
04-27-25,04-27-25,SIN,JFK,INT,1,No,No,7,7,Singapore,Indonesia,A0324,SIN,JFK,75
04-27-25,04-27-25,SIN,JFK,INT,1,No,No,7,7,Singapore,Indonesia,A0324,SIN,CGK,43
01-08-25,01-08-25,CGK,PEN,INT,3,Yes,No,3,3,Indonesia,Malaysia,A0340,CGK,PEN,123
01-08-25,01-08-25,CGK,PEN,INT,3,Yes,No,3,3,Indonesia,Malaysia,A0340,CGK,LHR,35
02-01-25,02-01-25,SYD,CGK,INT,3,No,No,6,6,Philippines,Indonesia,A0047,SYD,CGK,75
04-19-26,04-19-26,SIN,SYD,INT,1,No,No,7,7,Singapore,Philippines,A0217,SIN,SYD,98
06-16-26,06-16-26,SYD,BKK,INT,2,No,No,2,2,Philippines,Thailand,A0200,SYD,BKK,105
06-16-26,06-16-26,SYD,BKK,INT,2,No,No,2,2,Philippines,Thailand,A0200,SYD,JFK,41
09-13-25,09-13-25,CGK,PEN,INT,1,No,No,6,6,Indonesia,Malaysia,A0107,CGK,PEN,203
11-06-25,11-06-25,CGK,LHR,INT,0,No,No,4,4,Indonesia,Thailand,A0014,CGK,LHR,195
03-18-26,03-18-26,SIN,LHR,INT,0,No,No,3,3,Singapore,Thailand,A0079,SIN,LHR,103
03-18-26,03-18-26,SIN,LHR,INT,0,No,No,3,3,Singapore,Thailand,A0079,SIN,KUL,35
07-10-25,07-10-25,SIN,BKI,INT,3,Yes,No,4,4,Singapore,Malaysia,A0476,SIN,BKI,162
12-13-25,12-13-25,JFK,PEN,INT,2,Yes,No,6,6,Indonesia,Malaysia,A0414,JFK,PEN,36
06-16-26,06-16-26,JFK,LHR,INT,3,No,No,2,2,Indonesia,Thailand,A0048,JFK,LHR,46
06-17-26,06-17-26,LHR,SIN,INT,1,No,No,3,3,Thailand,Singapore,A0181,LHR,SIN,17
02-15-26,02-15-26,BKK,KUL,INT,3,No,No,7,7,Thailand,Malaysia,A0212,BKK,KUL,4
02-13-26,02-13-26,HND,BKI,INT,0,Yes,No,5,5,Japan,Malaysia,A0001,HND,BKI,70
12-17-25,12-17-25,LHR,SYD,INT,2,No,No,3,3,Thailand,Philippines,A0352,LHR,SYD,55
06-16-26,06-16-26,JFK,LHR,INT,2,No,No,2,2,Indonesia,Thailand,A0222,JFK,LHR,237
09-23-25,09-23-25,LHR,JFK,INT,0,Yes,No,2,2,Thailand,Indonesia,A0195,LHR,JFK,5
02-03-26,02-03-26,KUL,LHR,INT,2,No,No,2,2,Malaysia,Thailand,A0491,KUL,LHR,21
10-17-25,10-17-25,LHR,HND,INT,3,No,Yes,5,5,Thailand,Japan,A0209,LHR,HND,85
01-15-25,01-15-25,SYD,KUL,INT,1,Yes,No,3,3,Philippines,Malaysia,A0115,SYD,KUL,69
01-15-25,01-15-25,SYD,KUL,INT,1,Yes,No,3,3,Philippines,Malaysia,A0115,SYD,PEN,37
06-04-25,06-04-25,LHR,CGK,INT,1,No,Yes,3,3,Thailand,Indonesia,A0290,LHR,CGK,196
06-16-25,06-16-25,JFK,CGK,INT,2,No,No,1,1,Indonesia,Indonesia,A0153,JFK,CGK,127
02-13-26,02-13-26,BKK,CGK,INT,2,No,No,5,5,Thailand,Indonesia,A0265,BKK,CGK,151
02-13-26,02-13-26,BKK,CGK,INT,2,No,No,5,5,Thailand,Indonesia,A0265,BKK,SYD,51
05-15-26,05-15-26,JFK,CGK,INT,1,No,No,5,5,Indonesia,Indonesia,A0381,JFK,CGK,52
12-01-25,12-01-25,BKK,LHR,INT,3,No,No,1,1,Thailand,Thailand,A0490,BKK,LHR,165
05-19-26,05-19-26,JFK,LHR,INT,0,Yes,No,2,2,Indonesia,Thailand,A0048,JFK,LHR,43
05-03-26,05-03-26,SYD,JFK,INT,0,No,No,7,7,Philippines,Indonesia,A0089,SYD,JFK,175
01-13-25,01-13-25,CGK,KUL,INT,1,No,No,1,1,Indonesia,Malaysia,A0288,CGK,KUL,222
02-25-25,02-25-25,SIN,SYD,INT,1,No,No,2,2,Singapore,Philippines,A0105,SIN,SYD,102
02-25-25,02-25-25,SIN,SYD,INT,1,No,No,2,2,Singapore,Philippines,A0105,SIN,PEN,25
06-24-25,06-24-25,PEN,LHR,INT,1,No,No,2,2,Malaysia,Thailand,A0425,PEN,LHR,130
05-04-25,05-04-25,KUL,PEN,DOM,0,No,No,7,7,Malaysia,Malaysia,A0397,KUL,PEN,109
05-04-25,05-04-25,KUL,PEN,DOM,0,No,No,7,7,Malaysia,Malaysia,A0397,KUL,LHR,42
06-24-26,06-24-26,HND,PEN,INT,1,No,No,3,3,Japan,Malaysia,A0143,HND,PEN,77
07-25-25,07-25-25,SIN,SYD,INT,1,No,No,5,5,Singapore,Philippines,A0446,SIN,SYD,79
11-16-25,11-17-25,BKK,SIN,INT,3,No,No,7,1,Thailand,Singapore,A0442,BKK,SIN,191
07-25-25,07-25-25,HND,PEN,INT,0,Yes,No,5,5,Japan,Malaysia,A0006,HND,PEN,213
11-16-25,11-16-25,BKI,PEN,DOM,2,No,No,7,7,Malaysia,Malaysia,A0450,BKI,PEN,17
03-06-25,03-06-25,SYD,BKK,INT,1,No,No,4,4,Philippines,Thailand,A0321,SYD,BKK,10
03-06-25,03-06-25,SYD,BKK,INT,1,No,No,4,4,Philippines,Thailand,A0321,SYD,JFK,6
06-03-26,06-03-26,CGK,KUL,INT,3,No,Yes,3,3,Indonesia,Malaysia,A0054,CGK,KUL,139
08-02-25,08-02-25,BKK,HND,INT,1,No,Yes,6,6,Thailand,Japan,A0372,BKK,HND,47
11-23-25,11-23-25,LHR,HND,INT,3,No,No,7,7,Thailand,Japan,A0389,LHR,HND,74
03-03-25,03-03-25,HND,PEN,INT,2,Yes,No,1,1,Japan,Malaysia,A0376,HND,PEN,46
03-03-25,03-03-25,HND,PEN,INT,2,Yes,No,1,1,Japan,Malaysia,A0376,HND,LHR,12
01-23-26,01-23-26,SYD,CGK,INT,2,Yes,No,5,5,Philippines,Indonesia,A0192,SYD,CGK,17
04-30-25,04-30-25,CGK,SYD,INT,2,Yes,No,3,3,Indonesia,Philippines,A0041,CGK,SYD,80
04-30-25,04-30-25,CGK,SYD,INT,2,Yes,No,3,3,Indonesia,Philippines,A0041,CGK,PEN,32
08-13-25,08-13-25,PEN,SYD,INT,0,No,No,3,3,Malaysia,Philippines,A0058,PEN,SYD,118
08-13-25,08-13-25,PEN,SYD,INT,0,No,No,3,3,Malaysia,Philippines,A0058,PEN,PEN,41
01-21-25,01-21-25,HND,SYD,INT,1,No,No,2,2,Japan,Philippines,A0037,HND,SYD,234
07-31-25,07-31-25,SIN,HND,INT,0,No,No,4,4,Singapore,Japan,A0366,SIN,HND,84
07-31-25,07-31-25,SIN,HND,INT,0,No,No,4,4,Singapore,Japan,A0366,SIN,BKK,37
03-18-25,03-18-25,BKK,LHR,INT,0,Yes,No,2,2,Thailand,Thailand,A0084,BKK,LHR,192
04-08-26,04-08-26,KUL,SIN,INT,3,No,No,3,3,Malaysia,Singapore,A0198,KUL,SIN,156
11-04-25,11-05-25,SYD,KUL,INT,1,No,Yes,2,3,Philippines,Malaysia,A0413,SYD,KUL,20
10-11-25,10-11-25,HND,PEN,INT,2,No,No,6,6,Japan,Malaysia,A0376,HND,PEN,88
10-11-25,10-11-25,HND,PEN,INT,2,No,No,6,6,Japan,Malaysia,A0376,HND,LHR,35
10-03-25,10-03-25,JFK,KUL,INT,1,No,No,5,5,Indonesia,Malaysia,A0275,JFK,KUL,104
10-03-25,10-03-25,JFK,KUL,INT,1,No,No,5,5,Indonesia,Malaysia,A0275,JFK,PEN,62
11-03-25,11-03-25,KUL,JFK,INT,1,No,No,1,1,Malaysia,Indonesia,A0471,KUL,JFK,145
02-25-25,02-25-25,SYD,SIN,INT,1,No,No,2,2,Philippines,Singapore,A0094,SYD,SIN,177
10-01-25,10-01-25,PEN,KUL,DOM,0,No,No,3,3,Malaysia,Malaysia,A0003,PEN,KUL,36
04-11-26,04-11-26,LHR,CGK,INT,2,No,No,6,6,Thailand,Indonesia,A0159,LHR,CGK,88
06-03-25,06-03-25,SIN,KUL,INT,3,No,No,2,2,Singapore,Malaysia,A0108,SIN,KUL,92
06-03-25,06-03-25,SIN,KUL,INT,3,No,No,2,2,Singapore,Malaysia,A0108,SIN,PEN,28
09-13-25,09-13-25,CGK,BKK,INT,0,No,No,6,6,Indonesia,Thailand,A0409,CGK,BKK,145
09-13-25,09-13-25,CGK,BKK,INT,0,No,No,6,6,Indonesia,Thailand,A0409,CGK,JFK,58
06-17-25,06-17-25,JFK,PEN,INT,3,No,No,2,2,Indonesia,Malaysia,A0013,JFK,PEN,163
12-14-25,12-14-25,SYD,BKI,INT,1,No,No,7,7,Philippines,Malaysia,A0421,SYD,BKI,55
06-04-26,06-04-26,KUL,LHR,INT,1,No,No,4,4,Malaysia,Thailand,A0491,KUL,LHR,61
05-29-25,05-29-25,JFK,SYD,INT,3,No,No,4,4,Indonesia,Philippines,A0383,JFK,SYD,201
03-26-26,03-26-26,BKI,PEN,DOM,3,No,No,4,4,Malaysia,Malaysia,A0302,BKI,PEN,38
03-26-26,03-26-26,BKI,PEN,DOM,3,No,No,4,4,Malaysia,Malaysia,A0302,BKI,LHR,20
04-17-26,04-17-26,BKI,JFK,INT,2,No,No,5,5,Malaysia,Indonesia,A0343,BKI,JFK,118
06-29-26,06-29-26,HND,JFK,INT,2,No,No,1,1,Japan,Indonesia,A0251,HND,JFK,151
06-29-26,06-29-26,HND,JFK,INT,2,No,No,1,1,Japan,Indonesia,A0251,HND,CGK,58
09-22-25,09-22-25,HND,SIN,INT,0,Yes,No,1,1,Japan,Singapore,A0455,HND,SIN,240
05-12-25,05-12-25,HND,BKK,INT,0,No,No,1,1,Japan,Thailand,A0406,HND,BKK,174
12-18-25,12-18-25,PEN,BKI,DOM,1,No,No,4,4,Malaysia,Malaysia,A0351,PEN,BKI,105
12-18-25,12-18-25,PEN,BKI,DOM,1,No,No,4,4,Malaysia,Malaysia,A0351,PEN,BKK,59
08-03-25,08-03-25,CGK,BKK,INT,1,Yes,No,7,7,Indonesia,Thailand,A0284,CGK,BKK,203
