IL_DepartureDate,IL_ArrivalDate,Day_of_Week_Departure,Day_of_Week_Arrival,LegNumber,IL_DepartureStation,IL_ArrivalStation,InternationalDesc,LiftStatus,FlyThru,IsNTL,Jan_Dep,Jan_Arr,Feb_Dep,Feb_Arr,Mar_Dep,Mar_Arr,Apr_Dep,Apr_Arr,May_Dep,May_Arr,Jun_Dep,Jun_Arr,Jul_Dep,Jul_Arr,Aug_Dep,Aug_Arr,Sep_Dep,Sep_Arr,Oct_Dep,Oct_Arr,Nov_Dep,Nov_Arr,Dec_Dep,Dec_Arr,TotalDepPax,TotalArrPax,DepartureCountry,ArrivalCountry
01-31-25,01-31-25,5,5,A0477,LHR,PEN,INT,2,No,No,162,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,162,Thailand,Malaysia
12-14-25,12-14-25,7,7,A0262,BKK,BKI,INT,2,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,75,75,75,Thailand,Malaysia
01-22-26,01-22-26,4,4,A0418,SIN,BKK,INT,3,No,No,71,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,71,Singapore,Thailand
12-20-25,12-20-25,6,6,A0142,KUL,BKK,INT,0,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,125,125,125,Malaysia,Thailand
03-26-25,03-26-25,3,3,A0476,SIN,BKI,INT,0,Yes,No,0,0,0,0,57,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,57,Singapore,Malaysia
08-23-25,08-23-25,6,6,A0053,BKK,SYD,INT,3,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,209,0,0,0,0,0,0,0,0,209,209,Thailand,Philippines
04-23-26,04-23-26,4,4,A0015,CGK,LHR,INT,0,No,No,0,0,0,0,0,0,170,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,170,Indonesia,Thailand
04-22-26,04-22-26,3,3,A0155,CGK,PEN,INT,0,Yes,No,0,0,0,0,0,0,161,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,161,Indonesia,Malaysia
03-11-26,03-11-26,3,3,A0208,PEN,SYD,INT,2,Yes,No,0,0,0,0,234,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,234,Malaysia,Philippines
07-16-25,07-16-25,3,3,A0332,JFK,SIN,INT,2,No,No,0,0,0,0,0,0,0,0,0,0,0,0,116,116,0,0,0,0,0,0,0,0,0,0,116,116,Indonesia,Singapore
07-20-25,07-20-25,7,7,A0172,BKK,JFK,INT,0,No,No,0,0,0,0,0,0,0,0,0,0,0,0,35,35,0,0,0,0,0,0,0,0,0,0,35,35,Thailand,Indonesia
02-22-26,02-22-26,7,7,A0279,BKK,LHR,INT,1,No,No,0,0,99,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,Thailand,Thailand
01-12-26,01-12-26,1,1,A0125,PEN,BKI,DOM,1,Yes,No,158,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,158,Malaysia,Malaysia
12-19-25,12-19-25,5,5,A0262,BKK,BKI,INT,0,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,92,92,92,Thailand,Malaysia
09-22-25,09-22-25,1,1,A0411,BKK,KUL,INT,1,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,113,0,0,0,0,0,0,113,113,Thailand,Malaysia
07-25-25,07-25-25,5,5,A0223,PEN,KUL,DOM,1,No,No,0,0,0,0,0,0,0,0,0,0,0,0,142,142,0,0,0,0,0,0,0,0,0,0,142,142,Malaysia,Malaysia
03-02-25,03-02-25,7,7,A0252,CGK,SIN,INT,3,Yes,No,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,Indonesia,Singapore
06-05-26,06-05-26,5,5,A0448,JFK,PEN,INT,0,No,No,0,0,0,0,0,0,0,0,0,0,112,112,0,0,0,0,0,0,0,0,0,0,0,0,112,112,Indonesia,Malaysia
02-08-25,02-08-25,6,6,A0287,KUL,JFK,INT,3,Yes,No,0,0,129,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,129,Malaysia,Indonesia
01-19-25,01-19-25,7,7,A0374,SYD,KUL,INT,0,No,No,154,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,154,Philippines,Malaysia
04-20-26,04-20-26,1,1,A0070,CGK,HND,INT,3,No,No,0,0,0,0,0,0,51,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,51,Indonesia,Japan
06-02-25,06-02-25,1,1,A0410,PEN,SIN,INT,1,No,No,0,0,0,0,0,0,0,0,0,0,120,120,0,0,0,0,0,0,0,0,0,0,0,0,120,120,Malaysia,Singapore
04-16-25,04-16-25,3,3,A0001,HND,BKI,INT,0,No,No,0,0,0,0,0,0,174,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,174,Japan,Malaysia
06-14-26,06-14-26,7,7,A0467,PEN,BKK,INT,3,Yes,No,0,0,0,0,0,0,0,0,0,0,93,93,0,0,0,0,0,0,0,0,0,0,0,0,93,93,Malaysia,Thailand
01-18-25,01-18-25,6,6,A0136,KUL,PEN,DOM,1,No,No,125,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,125,Malaysia,Malaysia
12-15-25,12-15-25,1,1,A0306,BKI,LHR,INT,1,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,179,179,179,Malaysia,Thailand
05-26-26,05-26-26,2,2,A0497,JFK,HND,INT,2,Yes,No,0,0,0,0,0,0,0,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,Indonesia,Japan
08-03-25,08-03-25,7,7,A0068,JFK,KUL,INT,2,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,95,0,0,0,0,0,0,0,0,95,95,Indonesia,Malaysia
10-02-25,10-02-25,4,4,A0260,SYD,PEN,INT,2,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,220,0,0,0,0,220,220,Philippines,Malaysia
01-03-25,01-03-25,5,5,A0363,JFK,HND,INT,0,Yes,No,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,Indonesia,Japan
01-18-26,01-18-26,7,7,A0416,KUL,SYD,INT,0,No,No,115,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,115,Malaysia,Philippines
07-16-25,07-16-25,3,3,A0388,SIN,BKK,INT,1,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,107,107,0,0,0,0,0,0,0,0,0,0,107,107,Singapore,Thailand
06-06-26,06-06-26,6,6,A0029,BKI,HND,INT,0,No,No,0,0,0,0,0,0,0,0,0,0,168,168,0,0,0,0,0,0,0,0,0,0,0,0,168,168,Malaysia,Japan
03-10-26,03-10-26,2,2,A0360,SIN,BKI,INT,3,No,No,0,0,0,0,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,44,Singapore,Malaysia
04-27-26,04-27-26,1,1,A0170,HND,PEN,INT,1,No,No,0,0,0,0,0,0,72,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,72,Japan,Malaysia
03-03-26,03-03-26,2,2,A0047,SYD,CGK,INT,1,Yes,No,0,0,0,0,130,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,130,Philippines,Indonesia
02-15-25,02-15-25,6,6,A0410,PEN,SIN,INT,1,No,No,0,0,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,55,Malaysia,Singapore
04-27-26,04-27-26,1,1,A0148,HND,PEN,INT,1,No,No,0,0,0,0,0,0,49,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,49,Japan,Malaysia
05-18-25,05-18-25,7,7,A0190,BKK,CGK,INT,2,No,No,0,0,0,0,0,0,0,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,Thailand,Indonesia
03-10-25,03-10-25,1,1,A0280,CGK,BKK,INT,0,No,No,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,Indonesia,Thailand
03-11-25,03-11-25,2,2,A0216,PEN,KUL,DOM,2,No,No,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,Malaysia,Malaysia
07-18-25,07-18-25,5,5,A0009,LHR,PEN,INT,0,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,225,225,0,0,0,0,0,0,0,0,0,0,225,225,Thailand,Malaysia
06-12-26,06-12-26,5,5,A0100,KUL,LHR,INT,2,Yes,No,0,0,0,0,0,0,0,0,0,0,56,56,0,0,0,0,0,0,0,0,0,0,0,0,56,56,Malaysia,Thailand
01-17-26,01-17-26,6,6,A0104,PEN,JFK,INT,1,Yes,No,41,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,41,Malaysia,Indonesia
03-19-25,03-19-25,3,3,A0331,SIN,BKI,INT,1,No,No,0,0,0,0,124,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,124,Singapore,Malaysia
01-07-26,01-07-26,3,3,A0066,KUL,BKI,DOM,0,Yes,No,231,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,231,Malaysia,Malaysia
09-07-25,09-07-25,7,7,A0351,PEN,BKI,DOM,2,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,25,25,Malaysia,Malaysia
05-28-26,05-28-26,4,4,A0454,HND,LHR,INT,0,No,No,0,0,0,0,0,0,0,0,159,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,159,Japan,Thailand
11-20-25,11-20-25,4,4,A0310,BKK,BKI,INT,1,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,240,0,0,240,240,Thailand,Malaysia
10-14-25,10-14-25,2,2,A0371,BKK,LHR,INT,0,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,216,0,0,0,0,216,216,Thailand,Thailand
01-26-25,01-27-25,7,1,A0288,CGK,KUL,INT,0,No,No,159,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,159,Indonesia,Malaysia
05-28-26,05-28-26,4,4,A0046,BKI,PEN,DOM,3,No,No,0,0,0,0,0,0,0,0,195,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,195,Malaysia,Malaysia
11-24-25,11-24-25,1,1,A0349,BKK,SIN,INT,2,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,59,0,0,59,59,Thailand,Singapore
02-03-25,02-03-25,1,1,A0435,LHR,CGK,INT,0,No,No,0,0,93,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,93,Thailand,Indonesia
09-27-25,09-27-25,6,6,A0079,SIN,LHR,INT,0,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,42,0,0,0,0,0,0,42,42,Singapore,Thailand
05-11-26,05-11-26,1,1,A0262,BKK,BKI,INT,3,Yes,No,0,0,0,0,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,Thailand,Malaysia
08-30-25,08-30-25,6,6,A0239,BKI,SYD,INT,0,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,206,0,0,0,0,0,0,0,0,206,206,Malaysia,Philippines
08-15-25,08-15-25,5,5,A0113,BKI,KUL,DOM,1,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,113,0,0,0,0,0,0,0,0,113,113,Malaysia,Malaysia
02-13-25,02-13-25,4,4,A0262,BKK,BKI,INT,2,No,Yes,0,0,217,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,217,Thailand,Malaysia
04-22-25,04-22-25,2,2,A0070,CGK,HND,INT,0,No,No,0,0,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,Indonesia,Japan
01-04-25,01-04-25,6,6,A0046,BKI,PEN,DOM,1,No,No,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,48,Malaysia,Malaysia
09-02-25,09-02-25,2,2,A0182,BKI,PEN,DOM,2,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,234,0,0,0,0,0,0,234,234,Malaysia,Malaysia
03-05-26,03-05-26,4,4,A0315,BKI,SYD,INT,3,No,No,0,0,0,0,56,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,56,Malaysia,Philippines
03-02-25,03-02-25,7,7,A0094,SYD,SIN,INT,3,No,No,0,0,0,0,68,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,68,Philippines,Singapore
11-23-25,11-23-25,7,7,A0364,KUL,SIN,INT,3,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,143,0,0,143,143,Malaysia,Singapore
07-07-25,07-07-25,1,1,A0271,BKI,SYD,INT,2,No,No,0,0,0,0,0,0,0,0,0,0,0,0,141,141,0,0,0,0,0,0,0,0,0,0,141,141,Malaysia,Philippines
08-07-25,08-07-25,4,4,A0089,SYD,JFK,INT,2,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,144,0,0,0,0,0,0,0,0,144,144,Philippines,Indonesia
08-30-25,08-30-25,6,6,A0015,CGK,LHR,INT,0,Yes,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,79,0,0,0,0,0,0,0,0,79,79,Indonesia,Thailand
01-10-25,01-10-25,5,5,A0244,CGK,JFK,INT,2,Yes,No,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,45,Indonesia,Indonesia
11-20-25,11-20-25,4,4,A0368,CGK,JFK,INT,3,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,76,0,0,76,76,Indonesia,Indonesia
03-09-26,03-09-26,1,1,A0414,JFK,PEN,INT,3,Yes,No,0,0,0,0,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,55,Indonesia,Malaysia
08-21-25,08-21-25,4,4,A0152,SIN,HND,INT,1,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,195,0,0,0,0,0,0,0,0,195,195,Singapore,Japan
01-25-25,01-25-25,6,6,A0401,SIN,BKI,INT,0,No,No,118,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,118,Singapore,Malaysia
04-01-26,04-01-26,3,3,A0166,SIN,BKI,INT,0,No,No,0,0,0,0,0,0,129,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,129,Singapore,Malaysia
02-11-26,02-11-26,3,3,A0041,CGK,SYD,INT,1,No,No,0,0,207,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,207,Indonesia,Philippines
12-14-25,12-14-25,7,7,A0163,BKK,SIN,INT,0,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,Thailand,Singapore
05-23-25,05-23-25,5,5,A0147,SIN,SYD,INT,0,No,No,0,0,0,0,0,0,0,0,174,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,174,Singapore,Philippines
01-09-25,01-09-25,4,4,A0475,KUL,PEN,DOM,0,No,No,215,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,215,Malaysia,Malaysia
02-28-26,02-28-26,6,6,A0100,KUL,LHR,INT,3,No,No,0,0,152,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,152,Malaysia,Thailand
12-03-25,12-03-25,3,3,A0302,BKI,PEN,DOM,2,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,237,237,237,Malaysia,Malaysia
12-01-25,12-01-25,1,1,A0365,PEN,HND,INT,0,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,140,140,140,Malaysia,Japan
04-02-26,04-02-26,4,4,A0221,JFK,SYD,INT,0,No,No,0,0,0,0,0,0,233,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,233,Indonesia,Philippines
03-03-25,03-03-25,1,1,A0305,KUL,PEN,DOM,3,No,No,0,0,0,0,174,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,174,Malaysia,Malaysia
09-15-25,09-15-25,1,1,A0012,BKI,LHR,INT,1,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,153,0,0,0,0,0,0,153,153,Malaysia,Thailand
03-10-25,03-10-25,1,1,A0462,LHR,KUL,INT,0,No,No,0,0,0,0,39,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,39,Thailand,Malaysia
03-29-26,03-29-26,7,7,A0152,SIN,HND,INT,3,No,No,0,0,0,0,213,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,213,Singapore,Japan
07-10-25,07-10-25,4,4,A0466,BKK,BKI,INT,1,No,No,0,0,0,0,0,0,0,0,0,0,0,0,179,179,0,0,0,0,0,0,0,0,0,0,179,179,Thailand,Malaysia
06-17-25,06-17-25,2,2,A0170,HND,PEN,INT,0,No,Yes,0,0,0,0,0,0,0,0,0,0,110,110,0,0,0,0,0,0,0,0,0,0,0,0,110,110,Japan,Malaysia
02-19-25,02-19-25,3,3,A0080,BKI,SYD,INT,2,No,No,0,0,168,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,168,Malaysia,Philippines
06-08-25,06-08-25,7,7,A0007,LHR,KUL,INT,2,No,No,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,100,100,Thailand,Malaysia
06-09-26,06-09-26,2,2,A0410,PEN,SIN,INT,3,No,No,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,15,15,Malaysia,Singapore
10-19-25,10-19-25,7,7,A0168,BKK,LHR,INT,0,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,144,0,0,0,0,144,144,Thailand,Thailand
03-30-26,03-30-26,1,1,A0242,SIN,BKI,INT,0,No,No,0,0,0,0,218,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,218,Singapore,Malaysia
07-14-25,07-14-25,1,1,A0140,KUL,LHR,INT,1,No,No,0,0,0,0,0,0,0,0,0,0,0,0,197,197,0,0,0,0,0,0,0,0,0,0,197,197,Malaysia,Thailand
04-27-25,04-27-25,7,7,A0111,SYD,BKK,INT,2,No,No,0,0,0,0,0,0,235,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,235,Philippines,Thailand
10-26-25,10-26-25,7,7,A0488,BKI,PEN,DOM,1,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,121,0,0,0,0,121,121,Malaysia,Malaysia
01-15-26,01-15-26,4,4,A0234,CGK,SIN,INT,2,No,No,77,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,77,Indonesia,Singapore
04-13-26,04-13-26,1,1,A0275,JFK,KUL,INT,0,No,No,0,0,0,0,0,0,237,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,237,Indonesia,Malaysia
08-09-25,08-09-25,6,6,A0432,BKI,KUL,DOM,1,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,41,0,0,0,0,0,0,0,0,41,41,Malaysia,Malaysia
08-03-25,08-03-25,7,7,A0479,HND,CGK,INT,3,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,0,0,0,0,21,21,Japan,Indonesia
04-29-26,04-29-26,3,3,A0343,BKI,JFK,INT,2,No,No,0,0,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,Malaysia,Indonesia
07-29-25,07-29-25,2,2,A0498,SYD,PEN,INT,3,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,118,118,0,0,0,0,0,0,0,0,0,0,118,118,Philippines,Malaysia
04-17-25,04-17-25,4,4,A0237,BKI,KUL,DOM,2,No,No,0,0,0,0,0,0,71,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,71,Malaysia,Malaysia
07-22-25,07-22-25,2,2,A0429,HND,SIN,INT,2,No,No,0,0,0,0,0,0,0,0,0,0,0,0,73,73,0,0,0,0,0,0,0,0,0,0,73,73,Japan,Singapore
11-08-25,11-08-25,6,6,A0425,PEN,LHR,INT,0,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,92,0,0,92,92,Malaysia,Thailand
02-05-26,02-05-26,4,4,A0287,KUL,JFK,INT,0,Yes,No,0,0,178,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,178,Malaysia,Indonesia
08-16-25,08-16-25,6,6,A0480,BKI,SYD,INT,1,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,216,0,0,0,0,0,0,0,0,216,216,Malaysia,Philippines
09-25-25,09-25-25,4,4,A0358,LHR,KUL,INT,1,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,54,0,0,0,0,0,0,54,54,Thailand,Malaysia
09-04-25,09-04-25,4,4,A0073,BKI,PEN,DOM,0,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,106,0,0,0,0,0,0,106,106,Malaysia,Malaysia
02-08-25,02-08-25,6,6,A0354,CGK,BKK,INT,0,Yes,No,0,0,97,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,97,Indonesia,Thailand
04-21-26,04-21-26,2,2,A0187,LHR,SYD,INT,1,No,No,0,0,0,0,0,0,41,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,41,Thailand,Philippines
10-22-25,10-22-25,3,3,A0215,SIN,CGK,INT,1,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,103,0,0,0,0,103,103,Singapore,Indonesia
03-02-25,03-02-25,7,7,A0204,JFK,SIN,INT,1,No,No,0,0,0,0,116,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,116,Indonesia,Singapore
10-15-25,10-15-25,3,3,A0293,KUL,PEN,DOM,0,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,236,0,0,0,0,236,236,Malaysia,Malaysia
11-06-25,11-06-25,4,4,A0326,SYD,HND,INT,3,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,45,0,0,45,45,Philippines,Japan
03-09-26,03-09-26,1,1,A0341,SYD,KUL,INT,1,No,No,0,0,0,0,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,80,Philippines,Malaysia
09-17-25,09-17-25,3,3,A0424,BKI,PEN,DOM,3,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,62,0,0,0,0,0,0,62,62,Malaysia,Malaysia
01-26-25,01-26-25,7,7,A0174,BKI,JFK,INT,2,No,No,54,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,54,Malaysia,Indonesia
04-22-25,04-22-25,2,2,A0139,BKK,SIN,INT,3,No,No,0,0,0,0,0,0,71,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,71,Thailand,Singapore
07-02-25,07-02-25,3,3,A0068,JFK,KUL,INT,2,No,No,0,0,0,0,0,0,0,0,0,0,0,0,165,165,0,0,0,0,0,0,0,0,0,0,165,165,Indonesia,Malaysia
01-30-25,01-30-25,4,4,A0307,SIN,KUL,INT,1,Yes,No,83,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,83,Singapore,Malaysia
06-14-26,06-14-26,7,7,A0467,PEN,BKK,INT,2,No,No,0,0,0,0,0,0,0,0,0,0,37,37,0,0,0,0,0,0,0,0,0,0,0,0,37,37,Malaysia,Thailand
01-11-26,01-11-26,7,7,A0020,KUL,JFK,INT,1,No,No,115,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,115,Malaysia,Indonesia
10-22-25,10-22-25,3,3,A0430,SIN,HND,INT,2,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,72,0,0,0,0,72,72,Singapore,Japan
01-20-26,01-20-26,2,2,A0470,LHR,BKI,INT,3,No,No,105,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,105,Thailand,Malaysia
01-05-26,01-05-26,1,1,A0479,HND,CGK,INT,2,Yes,No,217,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,217,Japan,Indonesia
04-13-26,04-13-26,1,1,A0350,HND,CGK,INT,0,No,No,0,0,0,0,0,0,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,60,Japan,Indonesia
01-30-25,01-30-25,4,4,A0395,JFK,BKK,INT,1,No,No,164,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,164,Indonesia,Thailand
05-01-26,05-01-26,5,5,A0185,BKK,JFK,INT,2,No,Yes,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,Thailand,Indonesia
05-04-25,05-04-25,7,7,A0388,SIN,BKK,INT,3,No,No,0,0,0,0,0,0,0,0,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,55,Singapore,Thailand
11-03-25,11-03-25,1,1,A0052,KUL,CGK,INT,2,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,159,0,0,159,159,Malaysia,Indonesia
01-06-26,01-06-26,2,2,A0072,BKK,LHR,INT,3,No,No,151,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,151,Thailand,Thailand
04-01-26,04-01-26,3,3,A0354,CGK,BKK,INT,1,No,No,0,0,0,0,0,0,94,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,94,Indonesia,Thailand
08-25-25,08-25-25,1,1,A0361,PEN,BKI,DOM,3,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,207,0,0,0,0,0,0,0,0,207,207,Malaysia,Malaysia
03-23-26,03-23-26,1,1,A0404,LHR,BKI,INT,2,Yes,No,0,0,0,0,158,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,158,Thailand,Malaysia
